url,label 
https://inaturalist-open-data.s3.amazonaws.com/photos/10097379/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/101975554/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/102231062/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/104196196/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/104534688/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/105221672/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/105654695/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/10604616/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/107184989/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/107528706/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/10855863/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/109517922/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/110581997/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/110982125/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/110982263/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/11253205/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/112581558/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/11400404/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/114836113/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/11595416/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/117708645/medium.png,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/118939660/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/119626581/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/120389145/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/122134028/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/125277593/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/125912071/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/126682142/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/127602669/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/127602693/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/127759684/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/129264618/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/129691911/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/130866885/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/131689039/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/132120338/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/134567763/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/139133838/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/139443967/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/14145209/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/141534286/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/141599958/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/146795436/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/147347290/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/147427640/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/14789762/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/147956745/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/149971985/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/150753950/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/150754335/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/151563488/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/151563503/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/151563593/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/151563620/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/151565412/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/151755590/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/151755724/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/151755731/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/151755756/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/151764144/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/151764178/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/151764354/medium.jpg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/152205200/medium.jpeg,grizzly
https://inaturalist-open-data.s3.amazonaws.com/photos/152348447/medium.jpg,grizzly
